video_id,channel_id,published_date,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos
VBZ0x,CHjGoJb,2021-07-11,Entertainment,PT17M51S,김강민|monday5pm|조준|이태희|체대입시FA|FA체대입시|체대입시|김강민 체대입시|김강민 입시|조준 입시|김강민 대학,#김강민 #조준 #이태희 본 영상의 출연진 외 제작진은 모두 마스크 착용을 하였으며 컨텐츠 제작을 위하여 장소 대관 후 방역수칙에 철저히 임하여 촬영하였습니다 영상 및 광고 문의: monday5pm.yt@gmail.com인스타그램: https://www.instagram.com/kang_min_kim/,2021-07-13,2021-07-15,6,21,707308,1027495,5882,7569,229,357,1218,1592,342000,344000,67282848,68223070,98,98
VBZes,CHtm_Qo,2021-04-14,Sports,PT11M47S,SPOTV|스포티비|PSG|뮌헨|음바페|네이마르|노이어|뮐러|디마리아|보아탱|알라바|자네,파리 생제르망 vs 바이에른 뮌헨 경기 하이라이트,2021-04-16,2021-04-17,8,40,1139798,1220966,9346,9706,277,289,5143,5238,1540000,1540000,1172030673,1174408245,40588,40595
VB_Am,CHDih-8,2021-06-04,Entertainment,PT9M21S,#뷰티|#여성|#제품|#리뷰|#CLAB|#GIRLS|#화장품|#K뷰티,#외국인미녀​​​​​​​​​​ #프랑스 #문화차이 #혼혈안녕하세요 여러분~! 딩글입니다 오늘의 컨텐츠는 프랑스에서 온 안시연씨와 함께했습니다프랑스와 한국 혼혈인 시연씨가 무조건 한국에서 살고 싶다고 하시는데요~과연 어떤 이유들인지 궁금하시면 바로 보러 가시죠~!오늘도 저희 채널을 시청 해주셔서 감사드리고좋아요와 구독도 잊지 말아 주세요!!그럼 다음에 더 신박하고 재밌는 주제로 돌아올게용모두들 좋은하루 되세영!안시연 인스타 : @siloxsilo☞ 비즈니스메일 awesomely9468@gmail.com☞ 딩글 출연 및 콜라보 등 모델지원 awesomely9468@gmail.com,2021-06-06,2021-06-07,32,39,223333,304295,7676,8648,113,174,682,809,435000,435000,124286999,124568868,686,687
VBavk,CHlRNDV,2021-04-26,Travel & Events,PT14M5S,에티오피아|에티오피아 여행|아프리카 여행|아프리카|여행유튜버,* 차량 및 숙박은 '에티오피아 항공'의 지원을 받았습니다.안녕하세요.아디스 아바바에 도착하여 유명한 곳 몇군데가보았습니다.이제 다른곳으로 갑니다.무사여행 하겠습니다. 감사합니다.-------------------------------------------------------------------------------insta : @jbkwakmail : wnsqls3@gmail.com촬영장비 : 고프로 히어로 8 블랙편집 : 맥북프로 16인치 파이널컷 X,2021-04-28,2021-04-28,40,40,189015,189015,4168,4168,107,107,1088,1088,123000,123000,25851066,25851066,170,170
VBci0,CH6LBdA,2021-05-29,Howto & Style,PT2M50S,,"* 꾀람쥐 배수구망 구입하기음식물 탈수기(한일 200시리즈 제외)에 맞는 제품이예요일반 배수구통에 잘 맞는 제품은 6월 25일 이후 판매예정입니다.주택 X, 빌라 X, 오피스텔 X반품비용이 발생하니, 꼭 확인 후 신중히 주문해주세요!https://smartstore.naver.com/jcook/products/5373051976--------------------------------------------------------------------------------------------------* 꾀람쥐 배수구망과 찰떡 궁합 음식물 쓰레기통 구입하기 https://smartstore.naver.com/jcook/products/5373133032-------------------------------------------------------------------------------------------------* 인스타그램  https://www.instagram.com/j_laprudence/",2021-06-01,2021-06-02,12,31,1100107,1204483,11089,11998,238,257,348,381,109000,109000,19217207,19490307,83,83
VBdWI,CHMGn0N,2021-05-07,Entertainment,PT1M18S,와이퍼|ytn|제보영상|ytn제보|용인|쓰레기 투기|코로나|집합금지|ytn뉴스|수도권|5인이상|음식점|영업시간|기흥구|ytn실시간|CCTV,"지난 2일 밤 10시 40분경, 경기도 용인시 한 가게 앞.5명의 젊은 남성들이 모여 앉아있는데요. 자세히 보니 음식을 먹고 있습니다. 음식점 영업이 끝난 시간, 그들이 선택한 곳은 남의 가게 앞이었습니다. 그것도 수도권 5인 이상 집합금지 기간인데 말이죠.약 20분 간 모여서 음식을 먹던 5인. 흡연까지 하더니, 쓰레기와 담배꽁초는 그대로 두고 자리를 떴습니다. 가게 앞은 그야말로 '난장판'해당 가게 주인 A 씨는 “코로나 시국에 장사도 예전 같지 않고 많이 힘든데, 내 가게 앞에서 이런 어처구니없는 일까지 벌어져 당황스럽다. 영상 속 친구들이 경각심을 가졌으면 좋겠다.”라고 전했습니다.#와이퍼 #제보영상 #CCTV영상: 시청자 제공제작: YTN plus 제보팀 (jebo24@ytnplus.co.kr)",2021-05-09,2021-05-09,35,35,249501,249501,581,581,23,23,774,774,19000,19000,9593720,9593720,461,461
VBeb8,CH9LcN9,2021-05-14,Music,PT15M1S,OH MY GIRL|오마이걸|던던댄스|Dun Dun Dance|살짝설렜어|Nonstop|돌핀|Dolphin|옴걸|효정|미미|유아|승희|지호|비니|아린|미라클|돌들의 침묵|잠옷|The Silence Of IDOL|인터뷰|뮤플리|MUPLY|KPOP,0:00​ 시작부터 끝까지 저세상 텐션🤪 말리지 마~옴걸이들 기분은 feel so high↗️💖 | 돌들의 침묵 | 오마이걸 (OH MY GIRL) 'Dun Dun Dance'0:38 밈순자의 엣지 있는 발(끝)연기🦶1:00 아린맘들 출동💞1:53 현프로 입장합니다5:23 미션 Start! Dun Dun Dance5:40 빈틈 없는 오디오📢6:34 [포브스 선정] 인간 종합비타민🍋7:11 미션 Start! 살짝 설렜어7:59 아린이 뿔났어🐥10:20 오마이걸 꿀잠 지켜🔥​ 🌜 10:30 오마이걸 수면 Time10:55 뮤플리는 옴걸이들의 꿀잠을 응원해💜11:11 아린이가 또 아린했어🤣11:37 지호를 설레게 하는 베개😚🌟 리얼타임 꿀잠 영상 10PM Coming soon 🌟#돌들의침묵​ #오마이걸 #DunDunDance,2021-05-16,2021-05-17,17,35,235012,308762,9367,10407,78,108,581,623,877000,877000,198108697,198581268,331,338
VBeoD,CH2xkO7,2021-04-13,Autos & Vehicles,PT1M58S,스마트폰|전자파|전자파차단|휴대폰|핸드폰|휴대전화|1분미만|유사과학,#스마트폰 #전자파 #전자파차단 #휴대폰 #유사과학 #일분미만 #1분미만,2021-04-15,2021-04-16,17,44,849682,962545,17098,18209,313,359,1335,1419,548000,551000,89488274,90435919,87,87
VBhPu,CHo-E2l,2021-06-21,Music,PT4M8S,Lim young woong|임영웅|Bongsungah school PART23|뽕숭아학당 PART23|Bk Love,"Provided to YouTube by Kakao EntertainmentBk Love (Bk Love) · Lim young woongBongsungah school PART23℗ 2021 TV CHOSUN, SHOWPLAY,under license to Kakao EntertainmentReleased on: 2021-06-21Author: 지보경Composer: 김정유Auto-generated by YouTube.",2021-06-23,2021-06-24,19,39,91553,147087,4574,5507,58,81,3,2,212000,13300,95425829,30569010,137493,424
VBhxa,CHmzMtX,2021-06-03,Comedy,PT8M8S,웃소|wootso|유형|쿡소|호불호|korean types|컵라면 유형|컵라면 웃소|웃소 유형|컵라면 웃소 유형|라면|유형별|컵라면 먹을 때 없는 유형|웃소 라면먹는 유형|웃소 없는 유형,"솔직히 불은 라면도 맛있는데... 아닌가요?이 영상은 광고를 포함하고 있지 않습니다!웃소의 다양한 굿즈는!? 웃소샵 ▶ http://wootsoshop.com웃소 구독하기 ▶ https://goo.gl/UnQQTU웃소 멤버십 [아코] 가입하기 ▶ http://youtube.com/wootso/join[웃소는?!]웃소 채널은 함께 공감할 수 있는 유형별 공감 영상, 보드게임을 비롯한 다양한 게임 및 챌린지 등 함께 모여 왁자지껄 떠들며 즐기는 모든 웃음을 영상으로 담습니다! 뚜루뚯뚯 뚜뚜뚜루루~ 우~웃소!웃소 Wootso홈페이지 http://wootso.com웃소샵 http://wootsoshop.com인스타그램 http://instagram.com/wootso",2021-06-05,2021-06-08,6,47,631311,1010075,10162,12425,398,683,2203,2518,1450000,1450000,1259486082,1263897537,648,649
VBiwm,CHrpB5P,2021-05-30,Howto & Style,PT2M10S,김수미|집밥영상|반찬 만들기|maangchi|집밥 요리|고기남자|수미네 반찬|쿠킹트리|마카롱여사|한국집밥|피클|망치|요리영상|요리만들기|육식맨|서담|반찬만들기|집밥만들기|집밥 만들기|집밥 반찬 만들기|하루한끼|한세|백종원|집밥요리|한국요리|한국반찬|양장금주부|최주부|승우아빠|하루세끼|내일메뉴|집나간아들|양장금 주부|함께해요 맛나요리|강쉪|요리|한식|채식|반찬|식이요법|다이어트|당뇨식|혈당조절|음식|한국음식|조식|중식|식|석식|점심|식사|간식|후식|저녁|아침|야식|간단요리|싱글족요리|혼밥|혼밥족|혼밥요리|혼밥일기|자취요리|자취|혼밥만들기|밑반찬|저녁메뉴|오늘저녁메뉴|반찬메뉴|저녁반찬|가정식반찬|간단한요리|아이반찬|저녁메뉴추천|밑반찬종류|집밥메뉴|반찬거리|집에서할수있는요리|반찬종류|새로운요리|아이디어 요리|어묵|감자|오뎅|감자전|어묵전|오뎅전|부침개|감자오뎅전,#집밥,2021-06-02,2021-06-02,22,22,524027,524027,4120,4120,93,93,87,87,135000,135000,17747483,17747483,471,471
VBkbD,CHkxvX8,2021-07-01,Howto & Style,PT7M36S,cook|한식|도시락|가정식|간식|요리|음식|레시피|반찬|맛있는요리|간단요리|쿡방|한국요리|야채요리|recipe|채식|건강식|요리팁|tip|반찬추천|쉬운반찬|쉬운요리|냉장고 반찬|감자전 만들기|감자전 먹방|감자전 레시피|감자전 간단|감자전 나무위키|감자전 레시피 부침가루|감자전 만드는 방법|감자전 맛있게 만드는 법|감자전 만드는법|감자전 반죽|감자전 부치기|감자전 쉽게|감자전 쉽게 만드는 법|감자전 요리|감자전 전분없이|감자전 재료|감자전 치즈|감자전 하는법|깻잎전 만들기|깻잎전 먹방|깻잎전부치기|깻잎전 만드는 법|깻잎전만들기|삼각깻잎전|깻잎전 레시피|깻잎전 만드는 방법|깻잎전 부침가루|깻잎전 부치는법|깻잎 전 만드는 법|막걸리|비오는날|안주|쉬운 전|모둠전|전|막걸리 전|모둠 전|전 만들기|막거리|전굽기|깻잎전|감자전,"#깻잎전 #감자전 #쉬운전 #명절전-재료-감자 800g, 천일염 1티스푼, 식초 1스푼계란 4개, 소금 2꼬집, 깻잎 10장, 삶은 호박잎 10장밀가루 180ml, 체다치즈, 오징어저젓갈-레시피-1. 감자를 새 수세미로 깨끗하게 씻어주세요.2. 냄비에 감자를 넣고 물을 잠길 정도로 부어주세요.3. 천일염 1티스푼, 식초 1스푼 넣고 삶아주세요.4. 20~25분 삶아주세요.5. 계란을 소금 2꼬집 넣고 풀어주세요.6. 밀가루에 호박잎, 깻잎을 묻혀주세요.7. 삶은 감자를 건져서 으깨주세요.8. 깻잎(호박잎) 거친면을 속으로 들어가게 놓고 감자를 올려서 테두리에 계란을 바르고 삼각모양으로 접어주세요.9. 같은 방식으로 속에 체다치즈나 오징어젓갈을 함께 넣어서 접어주세요.10. 팬에 식용유를 두르고 계란을 묻혀서 중불로 구워주세요.11. 케찹, 스리랏챠 등 기호에 맞는 소스를 찍어드세요.",2021-07-03,2021-07-03,34,34,62085,62085,1334,1334,34,34,47,47,394000,394000,107162164,107162164,1422,1422
VBm5t,CHhbE5O,2021-06-24,Comedy,PT4M37S,장삐쭈|삐쭈|ㅋㅋㅋ|삐쮸|장삐쮸|병맛더빙|더빙|웃긴동영상|꿀잼|신병|장삐쭈 단편선|단편선|창작애니|볼만한 애니|재밌는애니|웃긴애니|볼만한애니|애니추천|만화추천|장비주|신병 유격|신병신작|장삐쭈 군대|군대만화|박민석|김상훈|최일구|임다혜|차병호|보직변경|윤모|롤리폴리|티아라,"스튜디오 장삐쭈장삐쭈, 정영준, 안류천, 포포, 윤성원, 허혜원, 정대준, 곽나영, 지정민support : 원동우, 주현우성우허윤재 병장 : 뢴트게늄",2021-06-26,2021-06-30,1,39,1971429,3176846,35859,43339,548,915,12662,15817,2870000,2880000,1239795650,1246222168,355,355
VBmPy,CHCt6iN,2021-04-16,Education,PT19M24S,매일경제|부동산|매부리TV|주식|행복한투자|박세익|인피니티투자자문|52주신고가|투자|재테크|코스피|코스닥|유진파마|성장주|가치주|중소형주|현대자동차|카카오|삼성전자|테슬라|우버|PER|PBR|쿠팡|슈퍼사이클|행복한 투자|매부리|나스닥|뉴욕증시|기준금리|미국10년물|국채금리|호텔|카지노|경기민감주|ETF|사모펀드|하이닉스|현대차|기아차|저평가|주식투자|증권|IPO|실적|1분기실적|2분기실적|LG|오세훈|박영선|허경영|대선|서울시장|어닝서프라이즈|테마주|액면분할|대선테마주|샌타샤|샌드타이거샤크|박민수,"여러분들은 주식이 52주 신고가를 찍으면 어떤 생각을 하시나요? 너무 올랐으니 팔아야 할까요. 아니면 이제 시작이니 사야할까요? 52주 신고가 주식을 추려 대박내는 비법, 박세익 전무님이 소개해줍니다. 고수가 되려면 고수를 따라해야 하는 법. 박 전무를 벤치마킹해 우리도 돈 법시다.[출연 = 홍장원,박세익][촬영·편집 = 김우성]#박세익 #행복한투자 #주식🔹 매부리TV 구독하기 : https://www.youtube.com/channel/UCCt6iN6nJemSe_OHRihYBAQ🔹 매일경제 부동산 : http://mk.co.kr/estate/🔹 네이버TV : https://tv.naver.com/mkestatetv🔹 네이버포스트 : https://post.naver.com/mkestate_master🔹 카카오TV : https://tv.kakao.com/channel/3546224'매부리TV' 에서 최신 부동산 트렌드를 확인하세요!",2021-04-18,2021-04-20,13,38,139395,193293,5182,6219,93,120,164,192,115000,117000,8136899,8306939,293,294
VBmrB,CHg-p3l,2021-07-14,Comedy,PT18M9S,Korean|영국남자|영국|조쉬|올리|Josh|Ollie|KoreanEnglish|English|Man|englishman|food|음식|외국인|반응|영상|웃긴|남자|외국|도전|매운|조니|조엘|신부님|크리스|올리아빠|해물|치킨|삼겹살|korean|BBQ|fried|chicken|라면|불닭볶음면|미친남자,"오늘 영상에 광고는 포함되어 있지 않지만, 지역 상인 여러분 늘 응원합니다!Olle 주소: 88 Shaftesbury Ave, London W1D 6NHGuvnaB 와 Barney Artist SNS 팔로우 하고 싶으시면:@guvnab @barneyartist Guvna B 의 책을 주문 하고 싶으시면:https://linktr.ee/HarperInspireBarney Artist 의 새 엘범을 듣고 preorder 하고 싶으시면: https://mrjukesandbarneyartist.lnk.to/TheLocket영상의 모든 출연진을 포함한 스태프 전원은 촬영 이전 코로나19 음성 확진을 받았습니다.모든 촬영 과정은 정부의 방역 지침에 따라 전문가의 확인을 받아 진행되었습니다.#영국래퍼 #한우 #영국맛집--Today's video is not sponsored, but let's support local businesses!You can find Olle here: 88 Shaftesbury Ave, London W1D 6NHFollow Guvna B and Barney Artist on their social media!@guvnab @barneyartistAlso check out Guvna B's book:https://linktr.ee/HarperInspireTo listen and preorder Barney Artist & Mr Jukes 'The Locket':  https://mrjukesandbarneyartist.lnk.to/TheLocketEveryone in this video including the crew had a negative COVID-19 test prior to shooting.All activities were fully risk assessed and monitored in accordance with UK government guidelines.",2021-07-16,2021-07-17,13,27,1575587,1847702,74712,82272,814,940,5956,6433,3970000,3980000,1299833591,1301461903,428,428
VBojb,CHM31rB,2021-05-07,Entertainment,PT1M,,유튜브 볼 시간도 없는 바쁜 현대인을 위한 초간단 채널 1분만입니다.여러분들의 시간을 아껴드리기 위해 재미있는 사실들은 덜도 말고 더도 말고 딱 1분만에 전달드리겠습니다.저희가 더 재미있는 영상을 제작할 수 있도록 구독과 좋아요 그리고 알람설정을 해서 도와주시면 정말 감사하겠습니다!-------------------------------------------------------BGM info🎵Music provided by 브금대통령🎵Track : Irony - https://youtu.be/69uVbyOtKSo-------------------------------------------------------#사회적거리두기 #이겨내자 #인간관계,2021-05-08,2021-05-10,20,45,798789,1247653,12654,17882,308,520,3364,4262,131000,157000,11142452,14927238,56,58
VBq9i,CHsU-I-,2021-05-05,News & Politics,PT2M24S,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|서복현|안나경|한민용|1억|작품|작품 훼손|미술관|미술관 어린이|전시회|박대성|박대성 화백|화백|경주엑스포공원|솔거미술관|통일신라 명필|김생|김생 임서,"이 영상을 한 번 보시죠, 미술관에 온 아이가 작품에 올라탔습니다. 그리고 무릎으로 문지릅니다. 아버지는 말리지 않고 되레 카메라를 꺼냅니다. 전시물은 한국화의 거장인 박대성 화백의 작품이었습니다. 작품 하나에 1억 원이 넘는다고 합니다.▶ 기사 전문 https://news.jtbc.joins.com/html/134/NB12003134.html▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)#백민경기자 #JTBC뉴스룸 ☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)#JTBC뉴스 공식 페이지(홈페이지) https://news.jtbc.joins.com(APP) https://bit.ly/1r04W2D페이스북 https://www.facebook.com/jtbcnews트위터 https://twitter.com/JTBC_news인스타그램 https://www.instagram.com/jtbcnews☏ 제보하기 https://bit.ly/1krluzF방송사 : JTBC (https://jtbc.joins.com)",2021-05-07,2021-05-07,33,33,1364687,1364687,11120,11120,207,207,12763,12763,1600000,1600000,2074905382,2074905382,109043,109043
